id,filename,label,gender,color,category
555,img (555).jpg,man navy pant,man,navy,pant
556,img (556).jpg,man blue pant,man,blue,pant
557,img (557).jpg,man black pant,man,black,pant
558,img (558).jpg,man blue pant,man,blue,pant
559,img (559).jpg,man blue pant,man,blue,pant
560,img (560).jpg,man blue pant,man,blue,pant
561,img (561).jpg,man black pant,man,black,pant
562,img (562).jpg,man black pant,man,black,pant
563,img (563).jpg,man black pant,man,black,pant
564,img (564).jpg,man black pant,man,black,pant
565,img (565).jpg,man navy pant,man,navy,pant
566,img (566).jpg,man navy pant,man,navy,pant
567,img (567).jpg,man navy pant,man,navy,pant
568,img (568).jpg,man blue pant,man,blue,pant
569,img (569).jpg,man blue pant,man,blue,pant
570,img (570).jpg,man orange shirt,man,orange,shirt
571,img (571).jpg,man white shirt,man,white,shirt
572,img (572).jpg,man gray shirt,man,gray,shirt
573,img (573).jpg,man black shirt,man,black,shirt
574,img (574).jpg,woman white shirt,woman,white,shirt
575,img (575).jpg,woman white shirt,woman,white,shirt
576,img (576).jpg,woman yellow shirt,woman,yellow,shirt
577,img (577).jpg,woman pink shirt,woman,pink,shirt
578,img (578).jpg,woman black shirt,woman,black,shirt
579,img (579).jpg,man gray shirt,man,gray,shirt
580,img (580).jpg,man white shoe,man,white,shoe
581,img (581).jpg,man cream shoe,man,cream,shoe
582,img (582).jpg,man gray shoe,man,gray,shoe
583,img (583).jpg,man white shoe,man,white,shoe
584,img (584).jpg,man black shoe,man,black,shoe
585,img (585).jpg,man black shoe,man,black,shoe
586,img (586).jpg,man black shoe,man,black,shoe
587,img (587).jpg,man white shoe,man,white,shoe
588,img (588).jpg,man blue pant,man,blue,pant
589,img (589).jpg,woman pink shirt,woman,pink,shirt
590,img (590).jpg,woman pink shirt,woman,pink,shirt
591,img (591).jpg,woman pink shirt,woman,pink,shirt
592,img (592).jpg,woman pink shirt,woman,pink,shirt
593,img (593).jpg,woman pink shirt,woman,pink,shirt
594,img (594).jpg,woman pink shirt,woman,pink,shirt
595,img (595).jpg,woman pink shirt,woman,pink,shirt
596,img (596).jpg,woman pink shirt,woman,pink,shirt
597,img (597).jpg,woman pink shirt,woman,pink,shirt
598,img (598).jpg,woman pink shirt,woman,pink,shirt
599,img (599).jpg,woman pink shirt,woman,pink,shirt
600,img (600).jpg,woman pink shirt,woman,pink,shirt
601,img (601).jpg,woman pink shirt,woman,pink,shirt
602,img (602).jpg,woman pink shirt,woman,pink,shirt
603,img (603).jpg,woman pink shirt,woman,pink,shirt
604,img (604).jpg,woman pink shirt,woman,pink,shirt
605,img (605).jpg,man pink shirt,man,pink,shirt
606,img (606).jpg,woman pink shirt,woman,pink,shirt
607,img (607).jpg,woman pink shirt,woman,pink,shirt
608,img (608).jpg,woman pink shirt,woman,pink,shirt
609,img (609).jpg,woman pink shirt,woman,pink,shirt
610,img (610).jpg,woman pink pant,woman,pink,pant
611,img (611).jpg,woman pink shoe,woman,pink,shoe
612,img (612).jpg,woman pink shirt,woman,pink,shirt
613,img (613).jpg,woman pink shirt,woman,pink,shirt
614,img (614).jpg,woman pink shirt,woman,pink,shirt
615,img (615).jpg,woman pink shirt,woman,pink,shirt
616,img (616).jpg,woman pink shirt,woman,pink,shirt
617,img (617).jpg,woman pink shirt,woman,pink,shirt
618,img (618).jpg,woman pink shirt,woman,pink,shirt
619,img (619).jpg,woman pink pant,woman,pink,pant
620,img (620).jpg,woman pink shirt,woman,pink,shirt
621,img (621).jpg,woman pink shirt,woman,pink,shirt
622,img (622).jpg,woman pink shirt,woman,pink,shirt
623,img (623).jpg,man pink shirt,man,pink,shirt
624,img (624).jpg,woman pink shirt,woman,pink,shirt
625,img (625).jpg,woman pink shirt,woman,pink,shirt
626,img (626).jpg,man pink shirt,man,pink,shirt
627,img (627).jpg,woman pink shirt,woman,pink,shirt
628,img (628).jpg,woman pink shirt,woman,pink,shirt
629,img (629).jpg,woman pink shirt,woman,pink,shirt
630,img (630).jpg,woman pink shirt,woman,pink,shirt
631,img (631).jpg,woman pink shirt,woman,pink,shirt
632,img (632).jpg,woman pink shirt,woman,pink,shirt
633,img (633).jpg,woman pink shirt,woman,pink,shirt
634,img (634).jpg,woman pink shirt,woman,pink,shirt
635,img (635).jpg,woman pink shirt,woman,pink,shirt
636,img (636).jpg,woman pink shirt,woman,pink,shirt
637,img (637).jpg,man pink shirt,man,pink,shirt
638,img (638).jpg,man pink shirt,man,pink,shirt
639,img (639).jpg,woman pink shirt,woman,pink,shirt
640,img (640).jpg,man pink shirt,man,pink,shirt
641,img (641).jpg,woman pink shirt,woman,pink,shirt
642,img (642).jpg,woman pink shirt,woman,pink,shirt
643,img (643).jpg,woman pink shirt,woman,pink,shirt
644,img (644).jpg,woman pink shirt,woman,pink,shirt
645,img (645).jpg,woman pink shirt,woman,pink,shirt
646,img (646).jpg,woman pink shirt,woman,pink,shirt
647,img (647).jpg,woman pink shirt,woman,pink,shirt
648,img (648).jpg,woman pink shoe,woman,pink,shoe
649,img (649).jpg,woman pink shirt,woman,pink,shirt
650,img (650).jpg,woman pink shirt,woman,pink,shirt
651,img (651).jpg,man pink shirt,man,pink,shirt
652,img (652).jpg,man pink shirt,man,pink,shirt
653,img (653).jpg,man pink shirt,man,pink,shirt
654,img (654).jpg,woman pink shirt,woman,pink,shirt
655,img (655).jpg,woman pink shirt,woman,pink,shirt
656,img (656).jpg,man pink shirt,man,pink,shirt
657,img (657).jpg,woman pink pant,woman,pink,pant
658,img (658).jpg,woman pink shirt,woman,pink,shirt
659,img (659).jpg,woman pink shirt,woman,pink,shirt
660,img (660).jpg,woman pink shirt,woman,pink,shirt
661,img (661).jpg,woman pink shirt,woman,pink,shirt
662,img (662).jpg,woman pink pant,woman,pink,pant
663,img (663).jpg,woman pink shirt,woman,pink,shirt
664,img (664).jpg,woman pink shirt,woman,pink,shirt
665,img (665).jpg,woman pink shirt,woman,pink,shirt
666,img (666).jpg,woman pink pant,woman,pink,pant
667,img (667).jpg,woman pink shirt,woman,pink,shirt
668,img (668).jpg,man pink shirt,man,pink,shirt
669,img (669).jpg,woman pink shoe,woman,pink,shoe
670,img (670).jpg,woman pink shirt,woman,pink,shirt
671,img (671).jpg,woman pink shoe,woman,pink,shoe
672,img (672).jpg,woman pink shirt,woman,pink,shirt
673,img (673).jpg,woman pink shirt,woman,pink,shirt
674,img (674).jpg,woman pink pant,woman,pink,pant
675,img (675).jpg,woman pink shirt,woman,pink,shirt
676,img (676).jpg,woman pink shirt,woman,pink,shirt
677,img (677).jpg,woman pink shirt,woman,pink,shirt
678,img (678).jpg,woman pink pant,woman,pink,pant
679,img (679).jpg,woman pink pant,woman,pink,pant
680,img (680).jpg,woman pink shirt,woman,pink,shirt
681,img (681).jpg,woman pink shirt,woman,pink,shirt
682,img (682).jpg,woman pink shirt,woman,pink,shirt
683,img (683).jpg,woman pink shirt,woman,pink,shirt
684,img (684).jpg,man green shoe,man,green,shoe
685,img (685).jpg,woman red shirt,woman,red,shirt
686,img (686).jpg,man red shirt,man,red,shirt
687,img (687).jpg,man red shoe,man,red,shoe
688,img (688).jpg,man red shoe,man,red,shoe
689,img (689).jpg,man red shirt,man,red,shirt
690,img (690).jpg,man red shirt,man,red,shirt
691,img (691).jpg,man red shirt,man,red,shirt
692,img (692).jpg,man red shoe,man,red,shoe
693,img (693).jpg,man red shirt,man,red,shirt
694,img (694).jpg,man red shirt,man,red,shirt
695,img (695).jpg,man red shirt,man,red,shirt
696,img (696).jpg,man red shirt,man,red,shirt
697,img (697).jpg,man red shirt,man,red,shirt
698,img (698).jpg,man red shirt,man,red,shirt
699,img (699).jpg,man red shirt,man,red,shirt
700,img (700).jpg,man red shirt,man,red,shirt
701,img (701).jpg,man red shirt,man,red,shirt
702,img (702).jpg,man red shirt,man,red,shirt
703,img (703).jpg,man red shirt,man,red,shirt
704,img (704).jpg,man red shirt,man,red,shirt
705,img (705).jpg,woman pink shoe,woman,pink,shoe
706,img (706).jpg,woman red shoe,woman,red,shoe
707,img (707).jpg,woman red shirt,woman,black,shoe
708,img (708).jpg,woman red shirt,woman,gray,shoe
709,img (709).jpg,woman red shirt,man,pink,shirt
710,img (710).jpg,man red shirt,man,red,shirt
711,img (711).jpg,man red shirt,man,red,shirt
712,img (712).jpg,man red shirt,man,red,shirt
713,img (713).jpg,man red shirt,man,red,shirt
714,img (714).jpg,man red shirt,man,red,shirt
715,img (715).jpg,man red shirt,man,red,shirt
716,img (716).jpg,man red shirt,man,red,shirt
717,img (717).jpg,man red shirt,man,red,shirt
718,img (718).jpg,woman beige shoe,woman,beige,shoe
719,img (719).jpg,woman black shoe,woman,black,shoe
720,img (720).jpg,woman blue shoe,woman,blue,shoe
721,img (721).jpg,woman gray shoe,woman,gray,shoe
722,img (722).jpg,woman red shoe,woman,red,shoe
723,img (723).jpg,woman black shoe,woman,black,shoe
724,img (724).jpg,woman blue shoe,woman,blue,shoe
725,img (725).jpg,woman black shoe,woman,black,shoe
726,img (726).jpg,woman brown shoe,woman,brown,shoe
727,img (727).jpg,woman black shoe,woman,black,shoe
728,img (728).jpg,woman brown shoe,woman,brown,shoe
729,img (729).jpg,woman black shoe,woman,black,shoe
730,img (730).jpg,woman brown shoe,woman,brown,shoe
731,img (731).jpg,woman red shoe,woman,red,shoe
732,img (732).jpg,woman black shoe,woman,black,shoe
733,img (733).jpg,woman red shoe,woman,red,shoe
734,img (734).jpg,woman gray shoe,woman,gray,shoe
735,img (735).jpg,woman black shoe,woman,black,shoe
736,img (736).jpg,woman brown shoe,woman,brown,shoe
737,img (737).jpg,woman black shoe,woman,black,shoe
738,img (738).jpg,woman brown shoe,woman,brown,shoe
739,img (739).jpg,woman gray shoe,woman,gray,shoe
740,img (740).jpg,woman gray shoe,woman,gray,shoe
741,img (741).jpg,woman brown shoe,woman,brown,shoe
742,img (742).jpg,woman red shoe,woman,red,shoe
743,img (743).jpg,woman beige shoe,woman,beige,shoe
744,img (744).jpg,woman black shoe,woman,black,shoe
745,img (745).jpg,woman black shoe,woman,black,shoe
746,img (746).jpg,woman beige shoe,woman,beige,shoe
747,img (747).jpg,woman black shoe,woman,black,shoe
748,img (748).jpg,woman black shoe,woman,black,shoe
749,img (749).jpg,woman beige shoe,woman,beige,shoe
750,img (750).jpg,woman black shoe,woman,black,shoe
751,img (751).jpg,woman red shirt,woman,red,shirt
752,img (752).jpg,woman red shirt,woman,red,shirt
753,img (753).jpg,woman red shirt,woman,red,shirt
754,img (754).jpg,woman red shoe,woman,red,shoe
755,img (755).jpg,man red shirt,man,red,shirt
756,img (756).jpg,woman red shoe,woman,red,shoe
757,img (757).jpg,woman blue shoe,woman,blue,shoe
758,img (758).jpg,woman orange shoe,woman,orange,shoe
759,img (759).jpg,woman yellow shoe,woman,yellow,shoe
760,img (760).jpg,woman orange shoe,woman,orange,shoe
761,img (761).jpg,woman black shoe,woman,black,shoe
762,img (762).jpg,woman pink shoe,woman,pink,shoe
763,img (763).jpg,woman brown shoe,woman,brown,shoe
764,img (764).jpg,woman green shoe,woman,green,shoe
765,img (765).jpg,woman blue shoe,woman,blue,shoe
766,img (766).jpg,woman purple shoe,woman,purple,shoe
767,img (767).jpg,woman black shoe,woman,black,shoe
768,img (768).jpg,woman brown shoe,woman,brown,shoe
769,img (769).jpg,woman red shoe,woman,red,shoe
770,img (770).jpg,woman red shoe,woman,red,shoe
771,img (771).jpg,woman pink shoe,woman,pink,shoe
772,img (772).jpg,woman pink shoe,woman,pink,shoe
773,img (773).jpg,woman white shoe,woman,white,shoe
774,img (774).jpg,woman white shirt,woman,white,shirt
775,img (775).jpg,woman white shirt,woman,white,shirt
776,img (776).jpg,woman pink shirt,woman,pink,shirt
777,img (777).jpg,woman green shirt,woman,green,shirt
778,img (778).jpg,woman white shirt,woman,white,shirt
779,img (779).jpg,woman white shirt,woman,white,shirt
780,img (780).jpg,woman red shirt,woman,red,shirt
781,img (781).jpg,man red shirt,man,red,shirt
782,img (782).jpg,man red pant,man,red,pant
783,img (783).jpg,woman pink shoe,woman,pink,shoe
784,img (784).jpg,man red shirt,man,red,shirt
785,img (785).jpg,man red shirt,man,red,shirt
786,img (786).jpg,man red shirt,man,red,shirt
787,img (787).jpg,man red shirt,man,red,shirt
788,img (788).jpg,man red shirt,man,red,shirt
789,img (789).jpg,man red shirt,man,red,shirt
790,img (790).jpg,man red shirt,man,red,shirt
791,img (791).jpg,man red shirt,man,red,shirt
792,img (792).jpg,woman red shirt,woman,red,shirt
793,img (793).jpg,woman red shirt,woman,red,shirt
794,img (794).jpg,man red shirt,man,red,shirt
795,img (795).jpg,man red shirt,man,red,shirt
796,img (796).jpg,man red shirt,man,red,shirt
797,img (797).jpg,man red shirt,man,red,shirt
798,img (798).jpg,woman red shirt,woman,red,shirt
799,img (799).jpg,woman red shirt,woman,red,shirt
800,img (800).jpg,woman red shirt,woman,red,shirt
801,img (801).jpg,woman red shoe,woman,red,shoe
802,img (802).jpg,man red shirt,man,red,shirt
803,img (803).jpg,woman black shoe,woman,black,shoe
804,img (804).jpg,woman black shoe,woman,black,shoe
805,img (805).jpg,woman brown shoe,woman,brown,shoe
806,img (806).jpg,woman black shoe,woman,black,shoe
807,img (807).jpg,woman orange shoe,woman,orange,shoe
808,img (808).jpg,woman red shoe,woman,red,shoe
809,img (809).jpg,woman blue shoe,woman,blue,shoe
810,img (810).jpg,woman blue shoe,woman,blue,shoe
811,img (811).jpg,woman black shoe,woman,black,shoe
812,img (812).jpg,woman black shoe,woman,black,shoe
813,img (813).jpg,woman brown shoe,woman,brown,shoe
814,img (814).jpg,man red shoe,man,red,shoe
815,img (815).jpg,woman brown shoe,woman,brown,shoe
816,img (816).jpg,woman brown shoe,woman,brown,shoe
817,img (817).jpg,woman brown shoe,woman,brown,shoe
818,img (818).jpg,woman brown shoe,woman,brown,shoe
819,img (819).jpg,woman white shoe,woman,white,shoe
820,img (820).jpg,woman white shoe,woman,white,shoe
821,img (821).jpg,woman white shoe,woman,white,shoe
822,img (822).jpg,woman red shoe,woman,red,shoe
823,img (823).jpg,woman brown shoe,woman,brown,shoe
824,img (824).jpg,woman white shoe,woman,white,shoe
825,img (825).jpg,woman white shoe,woman,white,shoe
826,img (826).jpg,woman brown shoe,woman,brown,shoe
827,img (827).jpg,woman brown shoe,woman,brown,shoe
828,img (828).jpg,woman pink shoe,woman,pink,shoe
829,img (829).jpg,woman brown shoe,woman,brown,shoe
830,img (830).jpg,woman brown shoe,woman,brown,shoe
831,img (831).jpg,woman black shoe,woman,black,shoe
832,img (832).jpg,woman white shoe,woman,white,shoe
833,img (833).jpg,woman black shoe,woman,black,shoe
834,img (834).jpg,woman red shoe,woman,red,shoe
835,img (835).jpg,woman white shoe,woman,white,shoe
836,img (836).jpg,woman white shoe,woman,white,shoe
837,img (837).jpg,woman black shoe,woman,black,shoe
838,img (838).jpg,woman brown shoe,woman,brown,shoe
839,img (839).jpg,woman black shoe,woman,black,shoe
840,img (840).jpg,woman white shoe,woman,white,shoe
841,img (841).jpg,woman black shoe,woman,black,shoe
842,img (842).jpg,woman black shoe,woman,black,shoe
843,img (843).jpg,woman black shoe,woman,black,shoe
844,img (844).jpg,woman black shoe,woman,black,shoe
845,img (845).jpg,woman brown shoe,woman,brown,shoe
846,img (846).jpg,woman brown shoe,woman,brown,shoe
847,img (847).jpg,woman brown shoe,woman,brown,shoe
848,img (848).jpg,woman brown shoe,woman,brown,shoe
849,img (849).jpg,woman brown shoe,woman,brown,shoe
850,img (850).jpg,woman brown shoe,woman,brown,shoe
851,img (851).jpg,woman brown shoe,woman,brown,shoe
852,img (852).jpg,woman brown shoe,woman,brown,shoe
853,img (853).jpg,woman brown shoe,woman,brown,shoe
854,img (854).jpg,woman brown shoe,woman,brown,shoe
855,img (855).jpg,woman brown shoe,woman,brown,shoe
856,img (856).jpg,woman brown shoe,woman,brown,shoe
857,img (857).jpg,woman brown shoe,woman,brown,shoe
858,img (858).jpg,woman brown shoe,woman,brown,shoe
859,img (859).jpg,woman brown shoe,woman,brown,shoe
860,img (860).jpg,woman brown shoe,woman,brown,shoe
861,img (861).jpg,woman brown shoe,woman,brown,shoe
862,img (862).jpg,woman brown shoe,woman,brown,shoe
863,img (863).jpg,woman red shoe,woman,red,shoe
864,img (864).jpg,woman green shoe,woman,green,shoe
865,img (865).jpg,woman brown shoe,woman,brown,shoe
866,img (866).jpg,woman white shoe,woman,white,shoe
867,img (867).jpg,woman black shoe,woman,black,shoe
868,img (868).jpg,woman blue shoe,woman,blue,shoe
869,img (869).jpg,woman purple shoe,woman,purple,shoe
870,img (870).jpg,woman white shoe,woman,white,shoe
871,img (871).jpg,woman white shoe,woman,white,shoe
872,img (872).jpg,woman black shoe,woman,black,shoe
873,img (873).jpg,woman black shoe,woman,black,shoe
874,img (874).jpg,woman brown shoe,woman,brown,shoe
875,img (875).jpg,woman white shoe,woman,white,shoe
876,img (876).jpg,woman yellow shoe,woman,yellow,shoe
877,img (877).jpg,woman white shoe,woman,white,shoe
878,img (878).jpg,woman white shoe,woman,white,shoe
879,img (879).jpg,woman white shoe,woman,white,shoe
880,img (880).jpg,woman white shoe,woman,white,shoe
881,img (881).jpg,woman pink shoe,woman,pink,shoe
882,img (882).jpg,woman purple shoe,woman,purple,shoe
883,img (883).jpg,woman red shoe,woman,red,shoe
884,img (884).jpg,woman yellow shoe,woman,yellow,shoe
885,img (885).jpg,woman brown shoe,woman,brown,shoe
886,img (886).jpg,woman black shoe,woman,black,shoe
887,img (887).jpg,woman brown shoe,woman,brown,shoe
888,img (888).jpg,woman pink shoe,woman,pink,shoe
889,img (889).jpg,woman brown shoe,woman,brown,shoe
890,img (890).jpg,woman brown shoe,woman,brown,shoe
891,img (891).jpg,woman brown shoe,woman,brown,shoe
892,img (892).jpg,woman brown shoe,woman,brown,shoe
893,img (893).jpg,woman brown shoe,woman,brown,shoe
894,img (894).jpg,woman brown shoe,woman,brown,shoe
895,img (895).jpg,woman brown shoe,woman,brown,shoe
896,img (896).jpg,woman brown shoe,woman,brown,shoe
897,img (897).jpg,woman brown shoe,woman,brown,shoe
898,img (898).jpg,woman brown shoe,woman,brown,shoe
899,img (899).jpg,woman brown shoe,woman,brown,shoe
900,img (900).jpg,woman brown shoe,woman,brown,shoe
901,img (901).jpg,woman pink shoe,woman,pink,shoe
902,img (902).jpg,woman black shoe,woman,black,shoe
903,img (903).jpg,woman purple shoe,woman,purple,shoe
904,img (904).jpg,woman pink shoe,woman,pink,shoe
905,img (905).jpg,woman brown shoe,woman,brown,shoe
906,img (906).jpg,woman red shoe,woman,red,shoe
907,img (907).jpg,woman orange shoe,woman,orange,shoe
908,img (908).jpg,woman pink shoe,woman,pink,shoe
909,img (909).jpg,woman red shoe,woman,red,shoe
910,img (910).jpg,woman yellow shoe,woman,yellow,shoe
911,img (911).jpg,woman black shoe,woman,black,shoe
912,img (912).jpg,woman yellow shoe,woman,yellow,shoe
913,img (913).jpg,woman brown shoe,woman,brown,shoe
914,img (914).jpg,woman white shoe,woman,white,shoe
915,img (915).jpg,woman black shoe,woman,black,shoe
916,img (916).jpg,woman brown shoe,woman,brown,shoe
917,img (917).jpg,woman brown shoe,woman,brown,shoe
918,img (918).jpg,woman brown shoe,woman,brown,shoe
919,img (919).jpg,woman red shoe,man,red,shirt
920,img (920).jpg,woman black shoe,woman,black,shoe
921,img (921).jpg,woman white shoe,woman,white,shoe
922,img (922).jpg,woman red shoe,woman,red,shoe
923,img (923).jpg,woman green shoe,woman,green,shoe
924,img (924).jpg,woman white shoe,woman,white,shoe
925,img (925).jpg,woman black shoe,woman,black,shoe
926,img (926).jpg,woman gray shoe,woman,gray,shoe
927,img (927).jpg,woman black shoe,woman,black,shoe
928,img (928).jpg,woman white shoe,woman,white,shoe
929,img (929).jpg,woman black shoe,woman,black,shoe
930,img (930).jpg,woman black shoe,woman,black,shoe
931,img (931).jpg,woman brown shoe,woman,brown,shoe
932,img (932).jpg,woman brown shoe,woman,brown,shoe
933,img (933).jpg,woman gray shoe,woman,gray,shoe
934,img (934).jpg,woman gray shoe,woman,gray,shoe
935,img (935).jpg,woman brown shoe,woman,brown,shoe
936,img (936).jpg,woman black shoe,woman,black,shoe
937,img (937).jpg,woman black shoe,woman,black,shoe
938,img (938).jpg,woman orange shoe,woman,orange,shoe
939,img (939).jpg,woman brown shoe,woman,brown,shoe
940,img (940).jpg,woman brown shoe,woman,brown,shoe
941,img (941).jpg,woman black shoe,woman,black,shoe
942,img (942).jpg,woman gray shoe,woman,gray,shoe
943,img (943).jpg,woman brown shoe,woman,brown,shoe
944,img (944).jpg,woman black shoe,woman,black,shoe
945,img (945).jpg,woman black shoe,woman,black,shoe
946,img (946).jpg,woman blue shoe,woman,blue,shoe
947,img (947).jpg,woman blue shoe,woman,blue,shoe
948,img (948).jpg,woman red shoe,woman,red,shoe
949,img (949).jpg,woman gray shoe,woman,gray,shoe
950,img (950).jpg,woman red shoe,woman,red,shoe
951,img (951).jpg,woman red shoe,woman,red,shoe
952,img (952).jpg,woman purple shoe,woman,purple,shoe
953,img (953).jpg,woman red shoe,woman,red,shoe
954,img (954).jpg,woman gray shoe,woman,gray,shoe
955,img (955).jpg,woman brown shoe,woman,brown,shoe
956,img (956).jpg,woman blue shoe,woman,blue,shoe
957,img (957).jpg,woman gray shoe,woman,gray,shoe
958,img (958).jpg,woman black shoe,woman,black,shoe
959,img (959).jpg,woman blue shoe,woman,blue,shoe
960,img (960).jpg,woman gray shoe,woman,gray,shoe
961,img (961).jpg,woman blue shoe,woman,blue,shoe
962,img (962).jpg,woman black shoe,woman,black,shoe
963,img (963).jpg,woman black shoe,woman,black,shoe
964,img (964).jpg,woman blue shoe,woman,blue,shoe
965,img (965).jpg,woman red shoe,woman,red,shoe
966,img (966).jpg,woman blue shoe,woman,blue,shoe
967,img (967).jpg,woman red shoe,woman,red,shoe
968,img (968).jpg,woman brown shirt,woman,brown,shirt
969,img (969).jpg,woman brown shirt,woman,brown,shirt
970,img (970).jpg,woman brown shirt,woman,brown,shirt
971,img (971).jpg,woman brown shirt,woman,brown,shirt
972,img (972).jpg,woman brown shirt,woman,brown,shirt
973,img (973).jpg,woman brown shirt,woman,brown,shirt
974,img (974).jpg,man brown shirt,man,brown,shirt
975,img (975).jpg,man brown shirt,man,brown,shirt
976,img (976).jpg,man brown shirt,man,brown,shirt
977,img (977).jpg,man brown shirt,man,brown,shirt
978,img (978).jpg,man brown shirt,man,brown,shirt
979,img (979).jpg,man brown shirt,man,brown,shirt
